epoch loss function
93 0.0020135606096836887 V3b
94 0.001975047887658308 V3b
95 0.0020053980927179126 V3b
96 0.0019969427130969337 V3b
97 0.002010300308220873 V3b
98 0.0021458235063810684 V3b
99 0.0019744630032954248 V3b
100 0.0019327531871998584 V3b
101 0.001908021559326076 V3b
102 0.0019204593508651382 V3b
103 0.00198387261480093 V3b
104 0.0019237943557336142 V3b
105 0.0018837340865406748 V3b
106 0.001884558267192915 V3b
107 0.0018349795764630759 V3b
108 0.0018432187804903247 V3b
109 0.001869854944647829 V3b
110 0.0019127314306771088 V3b
111 0.002263971245970185 V3b
112 0.002739692992212153 V3b
113 0.002278581443916712 V3b
114 0.0019468487850022747 V3b
115 0.0018754580646361176 V3b
116 0.001848805495108919 V3b
117 0.0018514692461681797 V3b
118 0.001840827018512707 V3b
119 0.001802264309892627 V3b
120 0.0018278315439697746 V3b
121 0.0018584474271751549 V3b
122 0.0018747403978762265 V3b
123 0.0018101824036995439 V3b
124 0.0017307856316237074 V3b
125 0.0017094459295836522 V3b
126 0.0016727918164657527 V3b
127 0.0016813184529861534 V3b
128 0.001713589814148451 V3b
129 0.001724137946056496 V3b
130 0.0017298964284188849 V3b
131 0.00173105987395454 V3b
132 0.001776266293171303 V3b
133 0.001700121599960288 V3b
134 0.0017269677758265875 V3b
135 0.0016880066985705572 V3b
136 0.0016887492659550748 V3b
137 0.0017143857671487097 V3b
138 0.0016917527475590376 V3b
139 0.0017027765249000176 V3b
140 0.0017355348268450286 V3b
141 0.0016652734407934507 V3b
142 0.0016412712115867947 V3b
143 0.001630520011531189 V3b
144 0.0016790687314871895 V3b
145 0.0016645170858521994 V3b
146 0.0016658431023212248 V3b
147 0.0017042021392722074 V3b
148 0.001959089859155938 V3b
149 0.001861001602312746 V3b
150 0.0016790210594129014 V3b
151 0.0016231692846447817 V3b
152 0.0018220117903853719 V3b
153 0.0021276131400985547 V3b
154 0.0018352867673935467 V3b
155 0.0017001130510930363 V3b
156 0.0016371649674654595 V3b
157 0.0016264129647568456 V3b
158 0.0016930126493159485 V3b
159 0.0016327672760541503 V3b
160 0.0023976587690413 V3b
161 0.0032923387970138144 V3b
162 0.0020405139136863383 V3b
163 0.0017107436601930346 V3b
164 0.0016310113224838126 V3b
165 0.001705041332905622 V3b
166 0.0016828417153048672 V3b
167 0.0016185743994643225 V3b
168 0.0018275813107672882 V3b
169 0.002685205093401141 V3b
170 0.001851196131227832 V3b
171 0.001648094552556837 V3b
172 0.0016035693437228666 V3b
173 0.0016183159038375475 V3b
174 0.0015770612011884193 V3b
175 0.0015857820245927495 V3b
176 0.00156870643504111 V3b
177 0.0015406467366694031 V3b
178 0.0015898288570736583 V3b
179 0.0015657037913211081 V3b
180 0.0015880646533332765 V3b
181 0.001618952459753736 V3b
182 0.0016880970429874172 V3b
183 0.0016711516777592663 V3b
184 0.0017233218424830977 V3b
185 0.001859731385545609 V3b
186 0.001752430709434281 V3b
187 0.001631306887199906 V3b
188 0.0015739769273511086 V3b
189 0.0015801840008383518 V3b
190 0.0015934463651654752 V3b
191 0.0016458946246482235 V3b
192 0.0015614761229555466 V3b
193 0.0015786970309962175 V3b
194 0.001535121927429971 V3b
195 0.0015510941785147512 V3b
196 0.0015687632135507699 V3b
197 0.0015309417549839342 V3b
198 0.0015395723733634345 V3b
199 0.0018626021613415919 V3b
200 0.0016160223841373074 V3b
201 0.001601567392323264 V3b
202 0.00157485510633131 V3b
203 0.0015513199736903373 V3b
204 0.0015231280596804265 V3b
205 0.0017114512922585402 V3b
206 0.0016408740867566514 V3b
207 0.0015886728651821613 V3b
208 0.0015655051806549494 V3b
209 0.001552467804255062 V3b
210 0.0015733459180122928 V3b
211 0.0015423822746685658 V3b
212 0.0015618723195266763 V3b
213 0.0016660601280531601 V3b
214 0.0016221739076028921 V3b
215 0.001541704601167064 V3b
216 0.00154070342327223 V3b
217 0.001542822612559815 V3b
218 0.0015783619723821942 V3b
219 0.0015319270712911691 V3b
220 0.0015375641018372814 V3b
221 0.0015574210908533516 V3b
222 0.0015487542902854713 V3b
223 0.001516004410069926 V3b
224 0.0016557654154511464 V3b
225 0.0018596704635695602 V3b
226 0.0016808326533799501 V3b
227 0.001611503116835497 V3b
228 0.0015908519547481678 V3b
229 0.0015750951669791615 V3b
230 0.0015102821573811142 V3b
231 0.0015204187978892342 V3b
232 0.0015303039184992055 V3b
233 0.001622311270023745 V3b
234 0.001617589075498185 V3b
235 0.0016078741372391385 V3b
236 0.001508986729037899 V3b
237 0.0016336183854084659 V3b
238 0.0016084725717327704 V3b
239 0.001506123962922414 V3b
240 0.0015304002920043115 V3b
241 0.0015209340812074707 V3b
242 0.0014779953083856718 V3b
243 0.0014389200445485155 V3b
244 0.0014436007768381387 V3b
245 0.0014502748044354743 V3b
246 0.0014615841317113098 V3b
247 0.0014872187809822591 V3b
248 0.0014496284405284218 V3b
249 0.0014585421840341663 V3b
250 0.001440597665925069 V3b
251 0.0014600487667944674 V3b
252 0.0014454194874576245 V3b
253 0.00144277562656881 V3b
254 0.0014721271505358775 V3b
255 0.0014566247792620409 V3b
256 0.0014615068196833722 V3b
257 0.001464035793967349 V3b
258 0.0015236604468602884 V3b
259 0.0014997699687036832 V3b
260 0.0014603338418773522 V3b
261 0.0014707812438964059 V3b
262 0.0023333065006514325 V3b
263 0.0017464675260462652 V3b
264 0.0015267392415185704 V3b
265 0.0014559008919413348 V3b
266 0.0014847281073391634 V3b
267 0.0014883053004986753 V3b
268 0.0014700148971506248 V3b
269 0.0014573175928825023 V3b
270 0.0014279727076523397 V3b
271 0.0014440580822625442 V3b
272 0.001558603942516799 V3b
273 0.001516763402737285 V3b
274 0.0014313638338966197 V3b
275 0.0014457226283603201 V3b
276 0.0014440518172800932 V3b
277 0.0015519551892985443 V3b
278 0.0015373151262266266 V3b
279 0.0014536143403108184 V3b
280 0.001415958657162264 V3b
281 0.00148135664915715 V3b
282 0.0018359367616205035 V3b
283 0.0015421669078549665 V3b
284 0.0014089328500344173 V3b
285 0.0015198277634274411 V3b
286 0.0014706126178345201 V3b
287 0.0015384447040943134 V3b
288 0.0015008271775992686 V3b
289 0.0015925177078890173 V3b
290 0.0014805289591956687 V3b
291 0.0014049199847872124 V3b
292 0.0014062210715277807 V3b
293 0.0013744522462059792 V3b
294 0.0013745502005086134 V3b
295 0.0013915858626684272 V3b
296 0.0013910419978569017 V3b
297 0.0014138851103397381 V3b
298 0.0014571998004899605 V3b
299 0.0014885859380133059 V3b
300 0.001482843262094416 V3b
301 0.0015393112859639682 V3b
302 0.001430961494885483 V3b
303 0.001389774454046825 V3b
304 0.0013921580164031567 V3b
305 0.001412851281010693 V3b
306 0.0014337703055628623 V3b
307 0.0015325817205992184 V3b
308 0.0014827905428032146 V3b
309 0.0018874436148172734 V3b
310 0.0015532449117592094 V3b
311 0.001450030750435728 V3b
312 0.0014504362571690428 V3b
313 0.0014402376929003942 V3b
314 0.001472524751749772 V3b
315 0.0014683951939284605 V3b
316 0.0014470193556534422 V3b
317 0.0014376765221210295 V3b
318 0.0014162336531291274 V3b
319 0.0014798994969552088 V3b
320 0.0014906741439756985 V3b
321 0.001429812547652737 V3b
322 0.0014101874288539157 V3b
323 0.001373746340457154 V3b
324 0.0014000105622567628 V3b
325 0.0013612577949013364 V3b
326 0.0014076505276055908 V3b
327 0.0013525429423775915 V3b
328 0.001366579738188241 V3b
329 0.0014290268460938119 V3b
330 0.0014443331854540463 V3b
331 0.0019659484004430276 V3b
332 0.0016173951061270934 V3b
333 0.0015897366055900133 V3b
334 0.0015429461108349067 V3b
335 0.0014780702185817063 V3b
336 0.001411021233683354 V3b
337 0.0014877215052317631 V3b
338 0.0014669930418389605 V3b
339 0.00138939797608672 V3b
340 0.0013781892301171627 V3b
341 0.0013729820110663575 V3b
342 0.00139232109741945 V3b
343 0.0013763742248748283 V3b
344 0.0013723263768234144 V3b
345 0.0014103166406704603 V3b
346 0.0015425857104434584 V3b
347 0.0014353342121466994 V3b
348 0.0013899123663768957 V3b
349 0.0016073264383808955 V3b
350 0.001539526723239473 V3b
351 0.0015941209996143651 V3b
352 0.001487711524149697 V3b
353 0.0015055043469673318 V3b
354 0.0017733653918472364 V3b
355 0.001548257660990777 V3b
356 0.0014417974177233287 V3b
357 0.0014207765343599021 V3b
358 0.0013727245386689901 V3b
359 0.0013754876195698192 V3b
360 0.0013810048373048439 V3b
361 0.0013533749259199556 V3b
362 0.0014199093581593939 V3b
363 0.0013946942666447477 V3b
364 0.0013495642863410083 V3b
365 0.0013401987579479617 V3b
366 0.0013415982432075236 V3b
367 0.0013554233515414556 V3b
368 0.0014309076864983102 V3b
369 0.0013687384320962195 V3b
370 0.001346454560438073 V3b
371 0.0013477169298934505 V3b
372 0.0013452590899664517 V3b
373 0.0013546794331264927 V3b
374 0.0013236852185065416 V3b
375 0.0013181425762779423 V3b
376 0.0013364528927731474 V3b
377 0.0013408970170482796 V3b
378 0.0013383441546466202 V3b
379 0.0013484577878108738 V3b
380 0.0013504370458816226 V3b
381 0.0013431365675243892 V3b
382 0.0013368846817971452 V3b
383 0.0013508804917556087 V3b
384 0.0013625985134000842 V3b
385 0.001365808154284758 V3b
386 0.0013533337363409565 V3b
387 0.0013458071916829795 V3b
388 0.0013461166695618119 V3b
389 0.0013753012417031354 V3b
390 0.001716453770457424 V3b
391 0.001521439901185467 V3b
392 0.0013924106836049376 V3b
393 0.0013473049406648467 V3b
394 0.0013434427995602355 V3b
395 0.0014637705171480775 V3b
396 0.0013774261184919037 V3b
397 0.001341986483710475 V3b
398 0.0013287157926242799 V3b
399 0.001333767973272571 V3b
400 0.0013775755084536382 V3b
401 0.0013535586767829955 V3b
402 0.001374273426144531 V3b
403 0.0013578344139540078 V3b
404 0.0019889596289048264 V3b
405 0.001582802009866818 V3b
406 0.0013659790458500777 V3b
407 0.0013317382591163838 V3b
408 0.001313113310300794 V3b
409 0.001306295016547665 V3b
410 0.0013353134732154246 V3b
411 0.001453454822216085 V3b
412 0.0013742325199449337 V3b
413 0.0013524953407652088 V3b
414 0.0014208067441359162 V3b
415 0.0013518475247301946 V3b
416 0.0013084969265803107 V3b
417 0.0013236671480913891 V3b
418 0.0013167756658635642 V3b
419 0.0013295578545167747 V3b
420 0.0013499066224444266 V3b
421 0.0013451974434582027 V3b
422 0.0013359350054279755 V3b
423 0.001314776581957152 V3b
424 0.0013591943317901734 V3b
425 0.0013571401589280484 V3b
426 0.0013180277172451544 V3b
427 0.001307358300484913 V3b
428 0.0013409803979907576 V3b
429 0.0013334396521952983 V3b
430 0.0013562363364096534 V3b
431 0.001352826554610051 V3b
432 0.0013764687870494335 V3b
433 0.0013383309307851289 V3b
434 0.0013052827179260355 V3b
435 0.0013251528702982653 V3b
436 0.001464932179691172 V3b
437 0.0017567910100823563 V3b
438 0.0014308327012450288 V3b
439 0.0013578814411486842 V3b
440 0.001305893700765936 V3b
441 0.001310351145404734 V3b
442 0.0013203784933705862 V3b
443 0.0013553563116338889 V3b
444 0.0013709077259256063 V3b
445 0.0013650398897497279 V3b
446 0.0013006447307385603 V3b
447 0.0012963145303441898 V3b
448 0.0013422843997097133 V3b
449 0.001404545442997723 V3b
450 0.0018328692868204886 V3b
451 0.0014230275563405532 V3b
452 0.0013411882315076103 V3b
453 0.0013094833473013224 V3b
454 0.0013129080563023883 V3b
455 0.0013080288680564415 V3b
456 0.0014644938162650522 V3b
457 0.0013827200332582976 V3b
458 0.0013310238290087956 V3b
459 0.0013217481594581745 V3b
460 0.0013086352264508605 V3b
461 0.0012971597415774962 V3b
462 0.0013001230254303664 V3b
463 0.001387325489256335 V3b
464 0.0013595872105246311 V3b
465 0.0014013590545418036 V3b
466 0.0013439647507192077 V3b
467 0.001304408215219155 V3b
468 0.0013185999782045225 V3b
469 0.0013281126601597 V3b
470 0.0013512515870388597 V3b
471 0.0014218054849678946 V3b
472 0.0013716758679181925 V3b
473 0.0015796995338812274 V3b
474 0.0015531035284144117 V3b
475 0.001368220429867506 V3b
476 0.0013181226830439347 V3b
477 0.0013129530324429077 V3b
478 0.0013204010947926068 V3b
479 0.0014348871114443203 V3b
480 0.0013437890646807653 V3b
481 0.0013379641459323466 V3b
482 0.0013994432045269366 V3b
483 0.0013315056168817375 V3b
484 0.0013295594468026568 V3b
485 0.0014281761081962798 V3b
486 0.0014449362152893293 V3b
487 0.0014474418513648409 V3b
488 0.001427810714200237 V3b
489 0.0019245406667897967 V3b
490 0.0014432943870288956 V3b
491 0.0014207799257220405 V3b
492 0.0015968736046680103 V3b
493 0.0014475046359860386 V3b
494 0.0013523978705052286 V3b
495 0.0013221633378538843 V3b
496 0.0013641513406152004 V3b
497 0.0013497597323485504 V3b
498 0.0013390829033022257 V3b
499 0.0012959243015900842 V3b
500 0.0015087113240856286 V3b
501 0.0018151597913330126 V3b
502 0.0015213901458896305 V3b
503 0.0014263387450850324 V3b
504 0.0013459980132450398 V3b
505 0.0013349201288196798 V3b
506 0.0013857035281896394 V3b
507 0.0015121221566866887 V3b
508 0.0014785184022529346 V3b
509 0.0015078982917322336 V3b
510 0.0015543810870057267 V3b
511 0.0014648623856421757 V3b
512 0.0014417084059555475 V3b
513 0.0014577533859808586 V3b
514 0.0014408675166410639 V3b
515 0.001334505788307931 V3b
516 0.0013619861182585162 V3b
517 0.0013650482670575577 V3b
518 0.0013172751488654238 V3b
519 0.0013125434266648402 V3b
520 0.0013770219566619122 V3b
521 0.0013627726753168787 V3b
522 0.0013106805034974393 V3b
523 0.0013592377792137039 V3b
524 0.0016013510467018932 V3b
525 0.001559814321808517 V3b
526 0.0014888241727787413 V3b
527 0.0014688615858750908 V3b
528 0.0014240847131555998 V3b
529 0.001396309213688303 V3b
530 0.0014021164327124623 V3b
531 0.0014087767432149696 V3b
532 0.0014313544486771878 V3b
533 0.001389266374692517 V3b
534 0.0013783735186351758 V3b
535 0.0013699491928012943 V3b
536 0.001313570658615055 V3b
537 0.0013263541623018682 V3b
538 0.0013841957935303646 V3b
539 0.0013387650435202215 V3b
540 0.0014339375040052754 V3b
541 0.0013490169803844765 V3b
542 0.0013715728418901563 V3b
543 0.001371324287519153 V3b
544 0.0013269660688054405 V3b
545 0.0013360866264280815 V3b
546 0.0013738519812345896 V3b
547 0.0014194019344071613 V3b
548 0.001376731391677535 V3b
549 0.0015109194699968946 V3b
550 0.0013761991009998479 V3b
551 0.0013480740852078032 V3b
552 0.0013088141231013364 V3b
553 0.0013275066165461841 V3b
554 0.0013530305019996472 V3b
555 0.0013118219564938428 V3b
556 0.001321446577908079 V3b
557 0.0013525934222056286 V3b
558 0.0013251087098308887 V3b
559 0.0013403031809598599 V3b
560 0.0013117337244023617 V3b
561 0.0013248609290090634 V3b
562 0.0013416070907719825 V3b
563 0.0013348635410166982 V3b
564 0.0013170792854476818 V3b
565 0.0012933848208233126 V3b
566 0.001307157235140422 V3b
567 0.0013046637108537222 V3b
568 0.0013131342474432465 V3b
569 0.0012923993712511698 V3b
570 0.0012853826000967896 V3b
571 0.0012781038967659697 V3b
572 0.0013028164241021794 V3b
573 0.0013213449044422688 V3b
574 0.0013068009069875668 V3b
575 0.0013003191645686073 V3b
576 0.001309948259547941 V3b
577 0.0013214947592994001 V3b
578 0.0013218036168071098 V3b
579 0.0013177166126153775 V3b
580 0.0013109381221798493 V3b
581 0.001477429975669733 V3b
582 0.0013739310563419406 V3b
583 0.0014271884023113863 V3b
584 0.0014579362775150098 V3b
585 0.0013804246463175666 V3b
586 0.0013328297117320624 V3b
587 0.0013108157512952427 V3b
588 0.0013044757207880092 V3b
589 0.0012950754271035916 V3b
590 0.0012967767344027954 V3b
591 0.0013208296885223764 V3b
592 0.001294789194760501 V3b
593 0.0013284828884551597 V3b
594 0.0013417191037565078 V3b
595 0.001295683415312516 V3b
596 0.0013268936737930697 V3b
597 0.0013081949789346637 V3b
598 0.0014430378781214945 V3b
599 0.001336076283079915 V3b
600 0.001337898264050876 V3b
601 0.0015809375020724378 V3b
602 0.0014390592527649317 V3b
603 0.0013343083057981474 V3b
604 0.001382740321691687 V3b
605 0.0013141705896582846 V3b
606 0.0012793112913832853 V3b
607 0.0013237164331305969 V3b
608 0.0015125920089255822 V3b
609 0.0013526482155276952 V3b
610 0.0014187505401327815 V3b
611 0.001342719214000298 V3b
612 0.0013105063668550237 V3b
613 0.001333292302565257 V3b
614 0.0013620181186859938 V3b
615 0.001330813089704239 V3b
616 0.0012909585669771523 V3b
617 0.001280073058105221 V3b
618 0.0012924945545627882 V3b
619 0.001356217258848789 V3b
620 0.001338972294960465 V3b
621 0.0013171678759758116 V3b
622 0.0012828617266342534 V3b
